order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
O939,C8,R21,Coffee Swiss Choc Almond,5/21/2026,5:24:00 AM,completed,48.6
O940,C9,R22,Coffee Swiss Choc Almond,8/3/2025,12:12:00 PM,Not fulfilled,46.6
O941,C10,R23,Crab Brie In Phyllo,4/24/2026,5:59:00 AM,completed,25.8
O942,C11,R24,Crab Brie In Phyllo,3/20/2026,7:30:00 AM,completed,49.5
O943,C12,R25,Crab Brie In Phyllo,5/8/2026,1:10:00 AM,completed,40.8
O944,C13,R15,Crab Brie In Phyllo,8/7/2025,12:52:00 PM,completed,39.6
O945,C14,R16,Crab Brie In Phyllo,9/14/2025,6:08:00 PM,Not fulfilled,37.4
O946,C15,R17,Crab Brie In Phyllo,9/11/2025,4:03:00 AM,completed,13.9
O947,C18,R18,Crab Brie In Phyllo,3/22/2026,1:15:00 AM,Not fulfilled,30.4
O948,C19,R19,Crab Brie In Phyllo,2/13/2026,12:50:00 AM,Not fulfilled,11.9
O949,C20,R20,Crab Brie In Phyllo,12/12/2025,5:22:00 AM,completed,16.4
O950,C1,R21,Crab Brie In Phyllo,9/14/2025,9:43:00 AM,Not fulfilled,28.5
O951,C2,R22,Crab Brie In Phyllo,12/4/2025,10:57:00 PM,Not fulfilled,20.6
O952,C3,R23,Crab Brie In Phyllo,1/4/2026,9:38:00 PM,completed,35.9
O953,C4,R24,Crab Brie In Phyllo,12/29/2025,3:16:00 PM,completed,9.2
O954,C5,R25,V8 Pet,10/5/2025,12:49:00 PM,Not fulfilled,12.6
O955,C5,R15,V8 Pet,3/24/2026,3:23:00 AM,completed,17.7
O956,C6,R16,V8 Pet,12/1/2025,12:22:00 AM,completed,24
O957,C7,R17,V8 Pet,7/1/2025,7:29:00 PM,Not fulfilled,43.9
O958,C8,R18,V8 Pet,3/7/2026,11:42:00 AM,Not fulfilled,17.9
O959,C9,R19,V8 Pet,1/18/2026,10:21:00 AM,Not fulfilled,44.2
O960,C10,R20,V8 Pet,9/19/2025,3:48:00 PM,Not fulfilled,23.9
O961,C11,R21,V8 Pet,8/6/2025,6:32:00 AM,Not fulfilled,24.7
O962,C12,R22,V8 Pet,3/14/2026,7:56:00 PM,Not fulfilled,41
O963,C13,R23,V8 Pet,9/11/2025,8:03:00 AM,Not fulfilled,36.1
O964,C14,R24,V8 Pet,3/16/2026,1:19:00 PM,Not fulfilled,25.1
O965,C15,R25,V8 Pet,9/30/2025,5:53:00 PM,Not fulfilled,6.7
O966,C16,R16,V8 Pet,4/16/2026,4:09:00 AM,completed,42.3
O967,C17,R17,V8 Pet,9/27/2025,12:36:00 PM,completed,39.4
O968,C18,R18,V8 Pet,11/25/2025,8:33:00 AM,Not fulfilled,45.6
O969,C19,R19,V8 Pet,6/4/2025,8:20:00 PM,completed,27
O970,C20,R20,V8 Pet,9/23/2025,10:22:00 PM,completed,35.7
O971,C5,R21,V8 Pet,2/5/2026,8:01:00 AM,Not fulfilled,11.7
O972,C6,R22,V8 Pet,3/23/2026,11:07:00 PM,completed,22.3
O973,C7,R23,V8 Pet,3/16/2026,11:54:00 PM,Not fulfilled,47.8
O974,C8,R24,V8 Pet,12/3/2025,6:10:00 PM,Not fulfilled,19.7
O975,C9,R25,V8 Pet,3/14/2026,5:28:00 PM,Not fulfilled,30.3
O976,C10,R15,V8 Pet,11/15/2025,2:40:00 AM,completed,42.5
O977,C11,R16,V8 Pet,12/27/2025,6:40:00 AM,Not fulfilled,14.8
O978,C12,R17,V8 Pet,2/23/2026,3:59:00 AM,completed,26.6
O979,C13,R18,V8 Pet,7/22/2025,6:01:00 AM,completed,26.9
O980,C14,R19,V8 Pet,12/31/2025,5:02:00 AM,Not fulfilled,39.1
O981,C18,R20,V8 Pet,8/3/2025,3:38:00 PM,Not fulfilled,16.8
O982,C19,R21,V8 Pet,8/7/2025,5:22:00 PM,completed,39.6
O983,C20,R22,V8 Pet,11/19/2025,6:45:00 AM,Not fulfilled,40.1
O984,C1,R23,V8 Pet,7/2/2025,6:30:00 PM,completed,20.8
O985,C2,R24,V8 Pet,2/4/2026,6:33:00 AM,Not fulfilled,10.1
O986,C3,R25,V8 Pet,6/10/2025,8:13:00 AM,Not fulfilled,37.2
O987,C4,R15,V8 Pet,4/23/2026,7:34:00 AM,completed,32.4
O988,C5,R16,V8 Pet,5/18/2026,9:06:00 AM,completed,9.7
O989,C5,R17,V8 Pet,6/20/2025,6:30:00 PM,Not fulfilled,6.7
O990,C6,R18,V8 Pet,2/17/2026,6:46:00 PM,completed,27.3
O991,C7,R19,V8 Pet,12/5/2025,11:36:00 PM,completed,5.2
O992,C8,R20,V8 Pet,12/12/2025,1:45:00 PM,completed,33
O993,C9,R21,V8 Pet,9/29/2025,9:36:00 AM,Not fulfilled,28.4
O994,C10,R22,V8 Pet,8/6/2025,3:47:00 PM,Not fulfilled,9.9
O995,C11,R23,V8 Pet,7/20/2025,8:53:00 PM,completed,39.7
O996,C12,R24,V8 Pet,10/19/2025,10:05:00 AM,completed,11.9
O997,C13,R25,V8 Pet,12/18/2025,4:19:00 AM,Not fulfilled,44.6
O998,C14,R15,V8 Pet,7/10/2025,12:25:00 AM,Not fulfilled,21.2
O999,C15,R16,V8 Pet,5/20/2026,5:06:00 PM,Not fulfilled,46.8
O1000,C16,R17,V8 Pet,8/8/2025,2:01:00 AM,Not fulfilled,9.4
